CRIMINALIDAD,ES_ARCHIVO,ES_PRECLUSIÓN,ESTADO,ETAPA_CASO,LEY,PAÍS_HECHO,DEPARTAMENTO_HECHO,MUNICIPIO_HECHO,SECCIONAL,AÑO_HECHOS,AÑO_ENTRADA,AÑO_DENUNCIA,DELITO,GRUPO_DELITO,CONSUMADO,TOTAL_PROCESOS
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,BARAYA,DIRECCIÓN SECCIONAL DE HUILA,2024,2024,2024,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BARRANCABERMEJA,DIRECCIÓN SECCIONAL DE SANTANDER,2020,2022,2022,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,LA UNIÓN,DIRECCIÓN SECCIONAL DE NARIÑO,2018,2018,2018,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,820
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,VALLEDUPAR,DIRECCIÓN SECCIONAL DE CESAR,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,18
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,81
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2019,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Arauca,TAME,DIRECCIÓN SECCIONAL DE ARAUCA,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,15
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2022,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,9
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,8
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2016,2016,2016,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,LÍBANO,DIRECCIÓN SECCIONAL DE TOLIMA,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,11
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ITAGUI,DIRECCIÓN SECCIONAL DE MEDELLÍN,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,126
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2025,2025,2025,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,7
NO,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2025,2025,2025,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,6
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2010,2011,2011,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2010,2010,2010,"ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2024,2024,2024,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,36
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,CHIPAQUE,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2025,2025,2025,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2020,2021,2021,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2024,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,25
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,CHARALÁ,DIRECCIÓN SECCIONAL DE SANTANDER,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,MALAMBO,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2022,2022,2022,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2010,2010,2010,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CAICEDONIA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,EL ROSAL,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2024,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,ACACÍAS,DIRECCIÓN SECCIONAL DE META,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,15
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,CHÍA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2016,2016,2016,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,GIRÓN,DIRECCIÓN SECCIONAL DE SANTANDER,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2020,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,BELÉN DE UMBRÍA,DIRECCIÓN SECCIONAL DE RISARALDA,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,6
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2013,2014,2014,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,BOJACÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2023,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,SABANETA,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2020,2020,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5",DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SAN GIL,DIRECCIÓN SECCIONAL DE SANTANDER,2014,2014,2014,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,LÉRIDA,DIRECCIÓN SECCIONAL DE TOLIMA,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,RÍO VIEJO,DIRECCIÓN SECCIONAL DE BOLÍVAR,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5",DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,MELGAR,DIRECCIÓN SECCIONAL DE TOLIMA,2017,2017,2017,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SAN ONOFRE,DIRECCIÓN SECCIONAL DE SUCRE,2018,2018,2018,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SANTA BÁRBARA,DIRECCIÓN SECCIONAL DE SANTANDER,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,ZIPAQUIRÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2021,2022,2022,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SAN MARCOS,DIRECCIÓN SECCIONAL DE SUCRE,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,6
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,LORICA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,17
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,ZONA BANANERA,SIN DATO,2024,2024,2024,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2024,2024,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REVELAR O DAR A CONOCER EL CONTENIDO DE LA INFORMACION EN PERJUICIO DE OTRO ART. 269H N4",DELITOS INFORMATICOS,NO APLICA,8
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BARRANCABERMEJA,DIRECCIÓN SECCIONAL DE SANTANDER,2024,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,16
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,MONIQUIRÁ,DIRECCIÓN SECCIONAL DE BOYACÁ,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2022,2022,2022,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,9
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,GIRARDOT,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2012,2013,2013,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DELEGADA ANTE LA CORTE SUPREMA DE JUSTICIA,2012,2012,2012,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,PRADERA,DIRECCIÓN SECCIONAL DE CALI,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,13
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SINCELEJO,DIRECCIÓN SECCIONAL DE SUCRE,2018,2018,2018,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,PAMPLONA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2018,2018,2018,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,10
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2010,2010,2010,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,RICAURTE,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN ESPECIALIZADA CONTRA EL LAVADO DE ACTIVOS,2022,2024,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,SAN PEDRO DE CARTAGO,DIRECCIÓN SECCIONAL DE NARIÑO,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,LA PLATA,DIRECCIÓN SECCIONAL DE HUILA,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,7
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,GACHETÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2024,2024,2024,"INTERCEPTACION DE DATOS INFORMATICOS ART 269C LEY 1273 DE 2009 AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,RIOFRÍO,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,SOTAQUIRÁ,DIRECCIÓN SECCIONAL DE BOYACÁ,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2021,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,SANTANDER DE QUILICHAO,DIRECCIÓN SECCIONAL DE CAUCA,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,10
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ITAGUI,DIRECCIÓN SECCIONAL DE MEDELLÍN,2017,2018,2018,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,11
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Casanare,YOPAL,DIRECCIÓN SECCIONAL DE CASANARE,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,29
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,CAJAMARCA,DIRECCIÓN SECCIONAL DE TOLIMA,2012,2012,2012,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,RETIRO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2021,2021,2021,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2021,2021,2021,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,PAMPLONA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2016,2016,2016,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Casanare,PORE,DIRECCIÓN SECCIONAL DE CASANARE,2017,2017,2017,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,SOATÁ,DIRECCIÓN SECCIONAL DE BOYACÁ,2020,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2019,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,10
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SOCORRO,DIRECCIÓN SECCIONAL DE SANTANDER,2013,2013,2013,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Chocó,BAHÍA SOLANO,DIRECCIÓN SECCIONAL DE CHOCÓ,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,ESPINAL,DIRECCIÓN SECCIONAL DE TOLIMA,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,15
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,SAN ANTERO,DIRECCIÓN SECCIONAL DE CÓRDOBA,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SABANA DE TORRES,DIRECCIÓN SECCIONAL DE SANTANDER,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,6
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SAN VICENTE DE CHUCURÍ,DIRECCIÓN SECCIONAL DE SANTANDER,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,COGUA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
