"ESTADO","ETAPA_CASO","LEY","PAÍS_HECHO","DEPARTAMENTO_HECHO","MUNICIPIO_HECHO","SECCIONAL_ACTUAL","DELITO","GRUPO_DELITO","CONSUMADO","AÑO_ACTUACIÓN","ACTUACIONES_AGRUPADAS","CUENTA_PROCESO_INDICIADO"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2012","CAPTURAS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cauca","CAJIBÍO","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR SER COMETIDO POR EL RESPONSABLE DE LA ADMINISTRACION, MANEJO O CONTROL DE DICHA INFORMACION. ART. 269H N8","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","ESCRITOS DE ACUSACION","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","PREACUERDOS LEGALIZADOS","6"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","7"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","PREACUERDOS LEGALIZADOS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","18"
"INACTIVO","JUICIO","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","14"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","CAPTURAS","3"
"ACTIVO","JUICIO","Ley 906","Colombia","Santander","SOCORRO","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","TRASLADOS","2"
"INACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","IMPUTACIONES","26"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","IMPUTACIONES","21"
"ACTIVO","JUICIO","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Valle del Cauca","CALI","DELEGADA CONTRA LA CRIMINALIDAD ORGANIZADA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Casanare","VILLANUEVA","DIRECCIÓN SECCIONAL DE CASANARE","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","1"
"ACTIVO","TERMINACIÓN ANTICIPADA","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2024","IMPUTACIONES","5"
"ACTIVO","JUICIO","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","IMPUTACIONES","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","3"
"INACTIVO","JUICIO","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","4"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","16"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2012","CAPTURAS","2"
"INACTIVO","TERMINACIÓN ANTICIPADA","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","10"
"INACTIVO","JUICIO","Ley 906","Colombia","Cesar","AGUACHICA","DIRECCIÓN SECCIONAL DE CESAR","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Cauca","CORINTO","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","IMPUTACIONES","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Cauca","TIMBIQUÍ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","2"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","9"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Meta","CUMARAL","DIRECCIÓN SECCIONAL DE META","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","IMPUTACIONES","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Nariño","IPIALES","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2010","ESCRITOS DE ACUSACION","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Valle del Cauca","CALI","DELEGADA CONTRA LA CRIMINALIDAD ORGANIZADA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Guaviare","SAN JOSÉ DEL GUAVIARE","DIRECCIÓN SECCIONAL DE GUAVIARE","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","IMPUTACIONES","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Boyaca","SANTA ROSA DE VITERBO","DIRECCIÓN SECCIONAL DE BOYACÁ","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Caquetá","EL PAUJIL","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","PREACUERDOS LEGALIZADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","ESCRITOS DE ACUSACION","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","1"
"INACTIVO","TERMINACIÓN ANTICIPADA","Ley 906","Colombia","Quindío","CALARCA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR SER COMETIDO POR SERVIDOR PUBLICO EN EJERCICIO DE SUS FUNCIONES ART. 269H N2","DELITOS INFORMATICOS","NO APLICA","2022","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Risaralda","SANTA ROSA DE CABAL","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","ESCRITOS DE ACUSACION","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR SER COMETIDO POR SERVIDOR PUBLICO EN EJERCICIO DE SUS FUNCIONES ART. 269H N2","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","2"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2023","ESCRITOS DE ACUSACION","3"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Casanare","TAURAMENA","DIRECCIÓN SECCIONAL DE CASANARE","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","3"
"ACTIVO","JUICIO","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","ESCRITOS DE ACUSACION","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","SUSA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","IMPUTACIONES","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","CALDAS","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","ESCRITOS DE ACUSACION","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CANDELARIA","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","EL BAGRE","DIRECCIÓN SECCIONAL DE ANTIOQUIA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","IMPUTACIONES","22"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","13"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","37"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","ESCRITOS DE ACUSACION","28"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","14"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","GIRARDOT","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","9"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","31"
"INACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","GIRARDOT","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","17"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","TRASLADOS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Casanare","HATO COROZAL","DIRECCIÓN SECCIONAL DE CASANARE","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","9"
"ACTIVO","JUICIO","Ley 906","Colombia","Tolima","ESPINAL","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","PREACUERDOS LEGALIZADOS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","GINEBRA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","IMPUTACIONES","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2019","IMPUTACIONES","2"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Tolima","PURIFICACIÓN","DIRECCION ESPECIALIZADA CONTRA LA CORRUPCIÓN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","IMPUTACIONES","1"
"ACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","5"
